station_complex_id,station_complex,borough,latitude,longitude,ridership,ridership_per_day,scaled_marker_size,locked_marker_size,ridership_bin
R103,Rector St ,M,40.70751,-74.01379,2273647,4266.0,1.5736,1,Low (161 - 10000)
R328,Pelham Pkwy ,BX,40.857193,-73.867615,2268997,4257.0,1.5703,1,Low (161 - 10000)
B025,Avenue U ,BK,40.5993,-73.95593000000001,2268365,4256.0,1.57,1,Low (161 - 10000)
R186,Dyckman St ,M,40.86053,-73.92554,2263851,4247.0,1.5666,1,Low (161 - 10000)
R619,Grand Army Plaza ,BK,40.675236,-73.97105,2254473,4230.0,1.5604,1,Low (161 - 10000)
N339A,Parsons Blvd ,Q,40.707565,-73.80333,2228358,4181.0,1.5423,1,Low (161 - 10000)
H006,3 Av ,M,40.73285,-73.98612,2227113,4178.0,1.5412,1,Low (161 - 10000)
H015,Grand St ,BK,40.711926,-73.94067,2190839,4110.0,1.5161,1,Low (161 - 10000)
N207,167 St ,BX,40.83377,-73.91844,2177357,4085.0,1.5069,1,Low (161 - 10000)
N111,Clinton-Washington Avs ,BK,40.68326,-73.965836,2166062,4064.0,1.4991,1,Low (161 - 10000)
N030,116 St ,M,40.805084,-73.95488,2132405,4001.0,1.4759,1,Low (161 - 10000)
D003,Fort Hamilton Pkwy ,BK,40.631386,-74.00535,2120735,3979.0,1.4678,1,Low (161 - 10000)
R643,Newkirk Av ,BK,40.63997,-73.94841,2113595,3965.0,1.4626,1,Low (161 - 10000)
R197,Van Cortlandt Park-242 St ,BX,40.889247999999995,-73.89858000000001,2113415,3965.0,1.4626,1,Low (161 - 10000)
N422,Fulton St ,BK,40.68712,-73.97537,2112200,3963.0,1.4619,1,Low (161 - 10000)
N224,Norwood-205 St ,BX,40.87481,-73.87885,2109374,3958.0,1.46,1,Low (161 - 10000)
R318,Simpson St ,BX,40.824073999999996,-73.89307,2106621,3952.0,1.4578,1,Low (161 - 10000)
J013,Gates Av ,BK,40.68963,-73.92227,2066944,3878.0,1.4305,1,Low (161 - 10000)
R188,207 St ,M,40.86462,-73.91882,2058240,3862.0,1.4246,1,Low (161 - 10000)
N213,Tremont Av ,BX,40.85041,-73.90523,2047525,3842.0,1.4172,1,Low (161 - 10000)
R521,52 St ,Q,40.74415,-73.91255,2039612,3827.0,1.4117,1,Low (161 - 10000)
N141,Ozone Park-Lefferts Blvd ,Q,40.68595,-73.8258,2017872,3786.0,1.3966,1,Low (161 - 10000)
N119,Kingston-Throop Avs ,BK,40.67992,-73.94086,2012337,3775.0,1.3925,1,Low (161 - 10000)
R511,36 Av ,Q,40.756805,-73.92957,2011196,3773.0,1.3918,1,Low (161 - 10000)
N318,Northern Blvd ,Q,40.752884,-73.906006,2000751,3754.0,1.3848,1,Low (161 - 10000)
B014,Parkside Av ,BK,40.655293,-73.96149399999999,1995047,3743.0,1.3807,1,Low (161 - 10000)
R524,69 St ,Q,40.746326,-73.8964,1967283,3691.0,1.3615,1,Low (161 - 10000)
E012,18 Av ,BK,40.607952000000004,-74.00174,1933848,3628.0,1.3383,1,Low (161 - 10000)
N542,15 St-Prospect Park ,BK,40.660365999999996,-73.97949,1933667,3628.0,1.3383,1,Low (161 - 10000)
B018,Cortelyou Rd ,BK,40.640926,-73.96389,1913517,3590.0,1.3243,1,Low (161 - 10000)
R414,Elder Av ,BX,40.828583,-73.87916,1908632,3581.0,1.321,1,Low (161 - 10000)
E011,79 St ,BK,40.613503,-74.00061,1905013,3574.0,1.3184,1,Low (161 - 10000)
R294,Woodlawn ,BX,40.886036,-73.87875,1896112,3557.0,1.3121,1,Low (161 - 10000)
N419,Classon Av ,BK,40.688873,-73.96007,1889119,3544.0,1.3073,1,Low (161 - 10000)
R314,Prospect Av ,BX,40.819584000000006,-73.90177,1883714,3534.0,1.3036,1,Low (161 - 10000)
R627,Sutter Av-Rutland Rd ,BK,40.66472,-73.92260999999999,1861031,3492.0,1.2881,1,Low (161 - 10000)
R415,Morrison Av-Soundview ,BX,40.82952,-73.87451999999999,1857862,3486.0,1.2859,1,Low (161 - 10000)
N543,Fort Hamilton Pkwy ,BK,40.650784,-73.97578,1850466,3472.0,1.2808,1,Low (161 - 10000)
E001,9 Av ,BK,40.646294,-73.99432,1848917,3469.0,1.2796,1,Low (161 - 10000)
C014,Prospect Av ,BK,40.665413,-73.992874,1849097,3469.0,1.2796,1,Low (161 - 10000)
N003,Dyckman St ,M,40.86549,-73.92727,1841981,3456.0,1.2749,1,Low (161 - 10000)
R423,Pelham Bay Park ,BX,40.852463,-73.82812,1838371,3449.0,1.2723,1,Low (161 - 10000)
N415,Myrtle-Willoughby Avs ,BK,40.69457,-73.94904,1826033,3426.0,1.2638,1,Low (161 - 10000)
R288,183 St ,BX,40.858406,-73.90388,1801783,3380.0,1.2468,1,Low (161 - 10000)
N222,Bedford Park Blvd ,BX,40.873245000000004,-73.88714,1796512,3371.0,1.2435,1,Low (161 - 10000)
K025,Fresh Pond Rd ,Q,40.706184,-73.89587399999999,1793028,3364.0,1.2409,1,Low (161 - 10000)
R117,Franklin St ,M,40.71932,-74.00689,1782202,3344.0,1.2335,1,Low (161 - 10000)
B022,Avenue M ,BK,40.61762,-73.9594,1775361,3331.0,1.2287,1,Low (161 - 10000)
N221,Kingsbridge Rd ,BX,40.866978,-73.89350999999999,1772601,3326.0,1.2269,1,Low (161 - 10000)
R331,Gun Hill Rd ,BX,40.87785,-73.86626,1766362,3314.0,1.2225,1,Low (161 - 10000)
D012,Kings Hwy ,BK,40.603924,-73.980354,1764857,3311.0,1.2214,1,Low (161 - 10000)
R636,Sterling St ,BK,40.662743,-73.95085,1754795,3292.0,1.2144,1,Low (161 - 10000)
J016,Halsey St ,BK,40.686370000000004,-73.91656,1748058,3280.0,1.2099,1,Low (161 - 10000)
R418,Castle Hill Av ,BX,40.834255,-73.85122,1746203,3276.0,1.2085,1,Low (161 - 10000)
B021,Avenue J ,BK,40.625040000000006,-73.9608,1741882,3268.0,1.2055,1,Low (161 - 10000)
N420B,Clinton-Washington Avs ,BK,40.688087,-73.96684,1740431,3265.0,1.2044,1,Low (161 - 10000)
R600,Clark St ,BK,40.697468,-73.99309000000001,1740279,3265.0,1.2044,1,Low (161 - 10000)
N110,Lafayette Av ,BK,40.68611,-73.973946,1737489,3260.0,1.2026,1,Low (161 - 10000)
R322,174 St ,BX,40.837288,-73.88773,1727845,3242.0,1.1959,1,Low (161 - 10000)
N114,Franklin Av ,BK,40.68138,-73.95685,1726843,3240.0,1.1952,1,Low (161 - 10000)
R291,Bedford Park Blvd-Lehman College ,BX,40.873413,-73.89005999999999,1707396,3203.0,1.1815,1,Low (161 - 10000)
A083,Broad St ,M,40.706474,-74.011055,1697709,3185.0,1.1749,1,Low (161 - 10000)
E006,New Utrecht Av /62 St ,BK,40.626472,-73.99635,1686297,3164.0,1.1671,1,Low (161 - 10000)
D008,18 Av ,BK,40.620670000000004,-73.99042,1679655,3151.0,1.1623,1,Low (161 - 10000)
J012,Kosciuszko St ,BK,40.69334,-73.92882,1665697,3125.0,1.1528,1,Low (161 - 10000)
N129,Grant Av ,BK,40.677044,-73.86505,1664093,3122.0,1.1516,1,Low (161 - 10000)
C027,Bay Ridge-95 St ,BK,40.616623,-74.030876,1655616,3106.0,1.1457,1,Low (161 - 10000)
R402,Brook Av ,BX,40.807567999999996,-73.91924,1653606,3102.0,1.1443,1,Low (161 - 10000)
C024,77 St ,BK,40.629740000000005,-74.02551,1631331,3061.0,1.1291,1,Low (161 - 10000)
N209,170 St ,BX,40.839306,-73.9134,1626626,3052.0,1.1258,1,Low (161 - 10000)
R323,West Farms Sq-East Tremont Av ,BX,40.840294,-73.88005,1618449,3036.0,1.1199,1,Low (161 - 10000)
E013,20 Av ,BK,40.604557,-73.99817,1605751,3013.0,1.1114,1,Low (161 - 10000)
R507,Hunters Point Av ,Q,40.742214000000004,-73.94891,1602326,3006.0,1.1089,1,Low (161 - 10000)
R286,176 St ,BX,40.84848,-73.9118,1596322,2995.0,1.1048,1,Low (161 - 10000)
R119,Canal St ,M,40.722854999999996,-74.00628,1592748,2988.0,1.1022,1,Low (161 - 10000)
R192,Marble Hill-225 St ,M,40.874559999999995,-73.90983,1579153,2963.0,1.093,1,Low (161 - 10000)
N024,135 St ,M,40.817894,-73.94765,1574593,2954.0,1.0897,1,Low (161 - 10000)
R634,New Lots Av ,BK,40.666237,-73.88408000000001,1572519,2950.0,1.0882,1,Low (161 - 10000)
E009,71 St ,BK,40.61959,-73.99886,1568948,2944.0,1.086,1,Low (161 - 10000)
N121B,Ralph Av ,BK,40.67882,-73.920784,1564376,2935.0,1.0827,1,Low (161 - 10000)
N122,Rockaway Av ,BK,40.678340000000006,-73.91195,1563492,2933.0,1.0819,1,Low (161 - 10000)
N412,Broadway ,BK,40.706093,-73.95031,1562884,2932.0,1.0816,1,Low (161 - 10000)
A054,Rector St ,M,40.70722,-74.01334,1543839,2897.0,1.0686,1,Low (161 - 10000)
A047,City Hall ,M,40.713284,-74.00698,1535122,2880.0,1.0624,1,Low (161 - 10000)
R420,Westchester Sq-East Tremont Av ,BX,40.839893,-73.84295,1532404,2875.0,1.0605,1,Low (161 - 10000)
N337,Briarwood-Van Wyck Blvd ,Q,40.709179999999996,-73.82056999999999,1522143,2856.0,1.0535,1,Low (161 - 10000)
R621,Eastern Pkwy-Brooklyn Museum ,BK,40.671986,-73.96438,1519711,2851.0,1.0517,1,Low (161 - 10000)
R285,Mt Eden Av ,BX,40.844433,-73.91469000000001,1497621,2810.0,1.0366,1,Low (161 - 10000)
N037,103 St ,M,40.796093,-73.96146,1453731,2727.0,1.0059,1,Low (161 - 10000)
R408,East 149 St ,BX,40.81212,-73.9041,1431663,2686.0,0.9908,1,Low (161 - 10000)
R624,Kingston Av ,BK,40.6694,-73.94216,1424484,2673.0,0.986,1,Low (161 - 10000)
H032,Wilson Av ,BK,40.688763,-73.904045,1416225,2657.0,0.9801,1,Low (161 - 10000)
R628,Saratoga Av ,BK,40.661453,-73.91633,1414814,2654.0,0.979,1,Low (161 - 10000)
R312,Jackson Av ,BX,40.81649,-73.90781,1414052,2653.0,0.9786,1,Low (161 - 10000)
N604,Jamaica-Van Wyck ,Q,40.702564,-73.81685999999999,1413043,2651.0,0.9779,1,Low (161 - 10000)
R728,Gun Hill Rd ,BX,40.869526,-73.84638000000001,1411676,2649.0,0.9772,1,Low (161 - 10000)
E015,25 Av ,BK,40.597706,-73.98683,1393137,2614.0,0.9643,1,Low (161 - 10000)
N536,Smith-9 Sts ,BK,40.67358,-73.99596,1383940,2597.0,0.958,1,Low (161 - 10000)
R196,238 St ,BX,40.884665999999996,-73.90087,1382577,2594.0,0.9569,1,Low (161 - 10000)
R641,Beverly Rd ,BK,40.6451,-73.94896,1359849,2551.0,0.941,1,Low (161 - 10000)
R329,Allerton Av ,BX,40.865463,-73.867355,1347798,2529.0,0.9329,1,Low (161 - 10000)
B026,Neck Rd ,BK,40.595245,-73.95515999999999,1346050,2525.0,0.9314,1,Low (161 - 10000)
K024,Forest Av ,Q,40.704421999999994,-73.903076,1336943,2508.0,0.9252,1,Low (161 - 10000)
N131,80 St ,Q,40.67937,-73.85899,1330828,2497.0,0.9211,1,Low (161 - 10000)
E003,Fort Hamilton Pkwy ,BK,40.640915,-73.9943,1304614,2448.0,0.903,1,Low (161 - 10000)
R617,Bergen St ,BK,40.68083,-73.9751,1301514,2442.0,0.9008,1,Low (161 - 10000)
D009,20 Av ,BK,40.61741,-73.98501999999999,1296455,2432.0,0.8971,1,Low (161 - 10000)
R336,Wakefield-241 St ,BX,40.903126,-73.85061999999999,1288645,2418.0,0.892,1,Low (161 - 10000)
N338B,Sutphin Blvd ,Q,40.705459999999995,-73.81071,1287748,2416.0,0.8912,1,Low (161 - 10000)
R334,233 St ,BX,40.893192,-73.857475,1286751,2414.0,0.8905,1,Low (161 - 10000)
J005,Lorimer St ,BK,40.70387,-73.94740999999999,1285314,2411.0,0.8894,1,Low (161 - 10000)
N215,182-183 Sts ,BX,40.856094,-73.90074,1263248,2370.0,0.8742,1,Low (161 - 10000)
K019,Knickerbocker Av ,BK,40.698665999999996,-73.91971,1260456,2365.0,0.8724,1,Low (161 - 10000)
N210,174-175 Sts ,BX,40.8459,-73.91013000000001,1258898,2362.0,0.8713,1,Low (161 - 10000)
R629,Rockaway Av ,BK,40.662548,-73.90894,1252572,2350.0,0.8669,1,Low (161 - 10000)
N006A,190 St ,M,40.85902,-73.93418,1249178,2344.0,0.8647,1,Low (161 - 10000)
R320,Freeman St ,BX,40.829994,-73.89187,1247899,2341.0,0.8636,1,Low (161 - 10000)
R632,Pennsylvania Av ,BK,40.664635,-73.8949,1243089,2332.0,0.8602,1,Low (161 - 10000)
N196,Far Rockaway-Mott Av ,Q,40.603996,-73.7554,1228877,2306.0,0.8506,1,Low (161 - 10000)
K017,Central Av ,BK,40.697857,-73.9274,1224527,2297.0,0.8473,1,Low (161 - 10000)
D015,Avenue U ,BK,40.597473,-73.97913,1222893,2294.0,0.8462,1,Low (161 - 10000)
A064,Bowery ,M,40.720279999999995,-73.99391,1210449,2271.0,0.8377,1,Low (161 - 10000)
N016A,163 St-Amsterdam Av ,M,40.836014,-73.93989599999999,1207840,2266.0,0.8359,1,Low (161 - 10000)
R416,St Lawrence Av ,BX,40.831509999999994,-73.867615,1204079,2259.0,0.8333,1,Low (161 - 10000)
H041,Canarsie-Rockaway Pkwy ,BK,40.646652,-73.90185,1194512,2241.0,0.8267,1,Low (161 - 10000)
K026,Middle Village-Metropolitan Av ,Q,40.711395,-73.8896,1187186,2227.0,0.8215,1,Low (161 - 10000)
N548,Ditmas Av ,BK,40.63612,-73.97816999999999,1185363,2224.0,0.8204,1,Low (161 - 10000)
C016,25 St ,BK,40.660396999999996,-73.99809,1176507,2207.0,0.8141,1,Low (161 - 10000)
J024,Crescent St ,BK,40.683193,-73.87379,1172021,2199.0,0.8112,1,Low (161 - 10000)
N312,36 St ,Q,40.75204,-73.92878,1172301,2199.0,0.8112,1,Low (161 - 10000)
B017,Beverley Rd ,BK,40.64403,-73.96449,1166985,2189.0,0.8075,1,Low (161 - 10000)
R623,Nostrand Av ,BK,40.669846,-73.95045999999999,1163193,2182.0,0.8049,1,Low (161 - 10000)
R259,138 St-Grand Concourse ,BX,40.813225,-73.92985,1159505,2175.0,0.8023,1,Low (161 - 10000)
R730,Eastchester-Dyre Av ,BX,40.8883,-73.83083,1155783,2168.0,0.7997,1,Low (161 - 10000)
J031,Woodhaven Blvd ,Q,40.69388,-73.85158,1152405,2162.0,0.7975,1,Low (161 - 10000)
R422,Buhre Av ,BX,40.84681,-73.832565,1126846,2114.0,0.7798,1,Low (161 - 10000)
J030,85 St-Forest Pkwy ,Q,40.692436,-73.86001,1122482,2106.0,0.7769,1,Low (161 - 10000)
H039,New Lots Av ,BK,40.658733000000005,-73.89923,1097900,2060.0,0.7599,1,Low (161 - 10000)
E004,50 St ,BK,40.63626,-73.99479000000001,1091511,2048.0,0.7555,1,Low (161 - 10000)
R635,President St ,BK,40.667885,-73.95068,1076533,2020.0,0.7451,1,Low (161 - 10000)
B032,Ocean Pkwy ,BK,40.576313,-73.9685,1074483,2016.0,0.7437,1,Low (161 - 10000)
N322,65 St ,Q,40.74967,-73.89845,1050321,1971.0,0.7271,1,Low (161 - 10000)
R410,Longwood Av ,BX,40.816105,-73.89644,1038939,1949.0,0.7189,1,Low (161 - 10000)
N549,18 Av ,BK,40.629753,-73.976974,1031277,1935.0,0.7138,1,Low (161 - 10000)
R510,39 Av ,Q,40.75288,-73.932755,1023354,1920.0,0.7083,1,Low (161 - 10000)
N557,Kings Hwy ,BK,40.603218,-73.97236,1017108,1908.0,0.7038,1,Low (161 - 10000)
R309,Harlem-148 St ,M,40.823879999999996,-73.93647,999240,1875.0,0.6917,1,Low (161 - 10000)
N414,Flushing Av ,BK,40.700379999999996,-73.95023,996030,1869.0,0.6894,1,Low (161 - 10000)
N334B,75 Av ,Q,40.71833,-73.837326,970446,1821.0,0.6717,1,Low (161 - 10000)
B020,Avenue H ,BK,40.62927,-73.96164,951516,1785.0,0.6585,1,Low (161 - 10000)
G011,West 8 St-New York Aquarium ,BK,40.576126,-73.97594000000001,942505,1768.0,0.6522,1,Low (161 - 10000)
N182,Howard Beach-JFK Airport ,Q,40.660477,-73.8303,932728,1750.0,0.6455,1,Low (161 - 10000)
N202,155 St ,M,40.830135,-73.93821,924509,1735.0,0.64,1,Low (161 - 10000)
R333,225 St ,BX,40.888023,-73.860344,916106,1719.0,0.6341,1,Low (161 - 10000)
R308,145 St ,M,40.82042,-73.93625,899153,1687.0,0.6223,1,Low (161 - 10000)
R335,Nereid Av ,BX,40.898379999999996,-73.85438,895187,1680.0,0.6197,1,Low (161 - 10000)
J017,Chauncey St ,BK,40.68289,-73.91045,889915,1670.0,0.616,1,Low (161 - 10000)
R316,Intervale Av ,BX,40.822179999999996,-73.896736,882510,1656.0,0.6109,1,Low (161 - 10000)
J003,Hewes St ,BK,40.70687,-73.95343000000001,882191,1655.0,0.6105,1,Low (161 - 10000)
H038,Livonia Av ,BK,40.66404,-73.90057,876920,1645.0,0.6068,1,Low (161 - 10000)
H040,East 105 St ,BK,40.650574,-73.89948000000001,865560,1624.0,0.5991,1,Low (161 - 10000)
E016,Bay 50 St ,BK,40.588840000000005,-73.983765,864881,1623.0,0.5987,1,Low (161 - 10000)
K022,Seneca Av ,Q,40.702763,-73.90774,859483,1613.0,0.595,1,Low (161 - 10000)
J028,75 St-Elderts Ln ,Q,40.691322,-73.86714,857811,1609.0,0.5935,1,Low (161 - 10000)
R727,Pelham Pkwy ,BX,40.858986,-73.85536,843263,1582.0,0.5836,1,Low (161 - 10000)
N133,88 St ,Q,40.679844,-73.85146999999999,839922,1576.0,0.5814,1,Low (161 - 10000)
R729,Baychester Av ,BX,40.878662,-73.83859,838005,1572.0,0.5799,1,Low (161 - 10000)
N555,Avenue N ,BK,40.615140000000004,-73.9742,834498,1566.0,0.5777,1,Low (161 - 10000)
N127,Shepherd Av ,BK,40.67413,-73.88075,834153,1565.0,0.5773,1,Low (161 - 10000)
R330,Burke Av ,BX,40.871357,-73.867165,823910,1546.0,0.5703,1,Low (161 - 10000)
D016,86 St ,BK,40.59272,-73.97823000000001,813385,1526.0,0.5629,1,Low (161 - 10000)
R404,Cypress Av ,BX,40.805367,-73.91404,811533,1523.0,0.5618,1,Low (161 - 10000)
H033,Bushwick Av-Aberdeen St ,BK,40.682829999999996,-73.90525,801089,1503.0,0.5544,1,Low (161 - 10000)
J034,104 St ,Q,40.69518,-73.84433,798808,1499.0,0.553,1,Low (161 - 10000)
R332,219 St ,BX,40.883896,-73.86263000000001,787863,1478.0,0.5452,1,Low (161 - 10000)
J021,Van Siclen Av ,BK,40.678024,-73.891685,766206,1438.0,0.5305,1,Low (161 - 10000)
H037,Sutter Av ,BK,40.66937,-73.90198000000001,764306,1434.0,0.529,1,Low (161 - 10000)
N017,155 St ,M,40.830517,-73.94151,763463,1432.0,0.5282,1,Low (161 - 10000)
N126,Van Siclen Av ,BK,40.672709999999995,-73.89036,763415,1432.0,0.5282,1,Low (161 - 10000)
N556,Avenue P ,BK,40.608944,-73.97301999999999,745721,1399.0,0.5161,1,Low (161 - 10000)
R726,Morris Park ,BX,40.854362,-73.8605,741550,1391.0,0.5131,1,Low (161 - 10000)
J023,Norwood Av ,BK,40.68141,-73.88003499999999,737447,1384.0,0.5105,1,Low (161 - 10000)
R633,Van Siclen Av ,BK,40.665447,-73.8894,730013,1370.0,0.5054,1,Low (161 - 10000)
N561,Avenue X ,BK,40.589620000000004,-73.97425,728292,1366.0,0.5039,1,Low (161 - 10000)
N125,Liberty Av ,BK,40.67454,-73.89654499999999,723041,1357.0,0.5006,1,Low (161 - 10000)
R419,Zerega Av ,BX,40.836487,-73.84704,721303,1353.0,0.4991,1,Low (161 - 10000)
J037,121 St ,Q,40.700493,-73.82829,712632,1337.0,0.4932,1,Low (161 - 10000)
R630,Junius St ,BK,40.663513,-73.90245,709426,1331.0,0.491,1,Low (161 - 10000)
N139,111 St ,Q,40.684329999999996,-73.83216,705771,1324.0,0.4884,1,Low (161 - 10000)
R326,Bronx Park East ,BX,40.848827,-73.868454,696345,1306.0,0.4818,1,Low (161 - 10000)
J022,Cleveland St ,BK,40.679947,-73.884636,694854,1304.0,0.481,1,Low (161 - 10000)
N191,Beach 67 St-Arverne By The Sea ,Q,40.590927,-73.79692,692410,1299.0,0.4792,1,Low (161 - 10000)
R190,215 St ,M,40.869446,-73.915276,663869,1246.0,0.4596,1,Low (161 - 10000)
J035,111 St ,Q,40.69742,-73.83634,653743,1227.0,0.4526,1,Low (161 - 10000)
N401,21 St ,Q,40.744064,-73.94972,610501,1145.0,0.4224,1,Low (161 - 10000)
E005,55 St ,BK,40.631434999999996,-73.995476,609785,1144.0,0.422,1,Low (161 - 10000)
R421,Middletown Rd ,BX,40.843864,-73.83632,586150,1100.0,0.4058,1,Low (161 - 10000)
J020,Alabama Av ,BK,40.67699,-73.89865,583616,1095.0,0.4039,1,Low (161 - 10000)
R413,Whitlock Av ,BX,40.826527,-73.886284,581850,1092.0,0.4028,1,Low (161 - 10000)
N551,Avenue I ,BK,40.62532,-73.97613,549012,1030.0,0.3799,1,Low (161 - 10000)
N559,Avenue U ,BK,40.596059999999994,-73.97336,536978,1007.0,0.3715,1,Low (161 - 10000)
N192,Beach 60 St ,Q,40.592372999999995,-73.78851999999999,533535,1001.0,0.3693,1,Low (161 - 10000)
H035,Atlantic Av ,BK,40.675346000000005,-73.9031,522925,981.0,0.3619,1,Low (161 - 10000)
B009,Park Pl ,BK,40.67477,-73.95763000000001,503248,944.0,0.3482,1,Low (161 - 10000)
N195,Beach 25 St ,Q,40.600066999999996,-73.76135,480756,902.0,0.3327,1,Low (161 - 10000)
N137,104 St ,Q,40.681709999999995,-73.837685,477103,895.0,0.3301,1,Low (161 - 10000)
N562,Neptune Av ,BK,40.581013,-73.97457,454940,854.0,0.315,1,Low (161 - 10000)
J025,Cypress Hills ,BK,40.68994,-73.87255,412027,773.0,0.2851,1,Low (161 - 10000)
R406,East 143 St-St Mary's St ,BX,40.80872,-73.90765,392302,736.0,0.2715,1,Low (161 - 10000)
N553,Bay Pkwy ,BK,40.62077,-73.975266,385287,723.0,0.2667,1,Low (161 - 10000)
N181A,Aqueduct Racetrack ,Q,40.672096,-73.83592,316255,593.0,0.2187,1,Low (161 - 10000)
N184,Beach 90 St ,Q,40.588035999999995,-73.813644,271752,510.0,0.1881,1,Low (161 - 10000)
N194,Beach 36 St ,Q,40.595397999999996,-73.76817,264584,496.0,0.183,1,Low (161 - 10000)
N187,Rockaway Park-Beach 116 St ,Q,40.580902,-73.835594,239306,449.0,0.1656,1,Low (161 - 10000)
N181,Aqueduct-North Conduit Av ,Q,40.668236,-73.83406,233429,438.0,0.1616,1,Low (161 - 10000)
N193,Beach 44 St ,Q,40.592940000000006,-73.77601999999999,204820,384.0,0.1417,1,Low (161 - 10000)
N185,Beach 98 St ,Q,40.585308000000005,-73.82056,148710,279.0,0.1029,1,Low (161 - 10000)
N186,Beach 105 St ,Q,40.58321,-73.82755999999999,95719,180.0,0.0664,1,Low (161 - 10000)
N183,Broad Channel ,Q,40.608383,-73.815926,86110,162.0,0.0598,1,Low (161 - 10000)
